id,original_title,website,final_company_name,ai_first_sentence,email,phone,city,category
218,Juraj Grác - NaMieru,http://www.namieru.sk/,Namieru,"Dobrý deň. Páči sa mi, že v Namieru sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 034 790,Topoľčany,Výrobca nábytku
219,Kuchyne ENZO - Nitra,https://kuchyneenzonitra.sk/,Kuchyneenzonitra,"Dobrý deň. Páči sa mi, že v Kuchyneenzonitra sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 270 905,Nitra,Výrobca nábytku
220,Paluan - Nábytok na Mieru,https://www.paluan.sk/,Paluan,"Dobrý deň. Páči sa mi, že v Paluan sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 332 556,Dolný Kubín,Predajňa kuchynského nábytku
221,Kuchyne Tatry,http://www.kuchynetatry.sk/,Kuchynetatry,"Dobrý deň. Páči sa mi, že v Kuchynetatry sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 390 945,Poprad,Predajňa nábytku
222,"Kuchyne - Nábytok na mieru Datop, s.r.o.",http://www.datop.sk/,Datop,"Dobrý deň. Páči sa mi, že v Datop sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 567 471,Oravský Podzámok,Výrobca nábytku
223,Dalno Kuchyne | Trenčín,https://www.dalno.sk/,Dalno,"Dobrý deň. Páči sa mi, že v Dalno sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 608 004,Trenčín,Obchod s kuchynským nábytkom
224,Kuchyne Fork - kuchynské štúdio,http://www.kuchynefork.sk/,Kuchynefork,"Dobrý deň. Páči sa mi, že v Kuchynefork sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 167 800,Stupava,Obchod s kuchynským nábytkom
225,Woodstory - kuchyne na mieru,https://www.woodstory.sk/,Woodstory,"Dobrý deň. Páči sa mi, že v Woodstory sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 636 302,Malacky,Obchod s kuchynským nábytkom
226,VALENT kuchyne interiéry spol. s.r.o.,http://kuchynevalent.sk/,Kuchynevalent,"Dobrý deň. Páči sa mi, že v Kuchynevalent sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 717 188,Petržalka,Výrobca nábytku
227,Srdce domova - kuchyne a nábytok na mieru,http://www.srdcedomova.sk/,Srdcedomova,"Dobrý deň. Páči sa mi, že v Srdcedomova sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 229 915,Trenčín-Sídlisko Juh,Výrobca nábytku
228,DanKuchen kuchynské štúdio,http://www.danstudio.sk/,Danstudio,"Dobrý deň. Páči sa mi, že v Danstudio sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 617 775,Liptovský Mikuláš,Predajňa kuchynského nábytku
229,Slovenské kuchyne SANAS - kuchynské linky na mieru,http://www.sanas.sk/,Sanas,"Dobrý deň. Páči sa mi, že v Sanas sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 909 497,Spišská Nová Ves,Predajňa nábytku
230,"KASNA - vstavané skrine, kuchynské linky",,KASNA,"Dobrý deň. Páči sa mi, že v KASNA sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 949 669 166,Trnava,Predajňa nábytku
231,"Rubina, s.r.o.",https://www.facebook.com/Rubinasro,Facebook,"Dobrý deň. Páči sa mi, že v Facebook sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 623 581,Svodín,Výrobca nábytku
232,Nábytok Eliška,https://eliska.sk/,Eliska,"Dobrý deň. Páči sa mi, že v Eliska sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 709 801,Nové Zámky-Dolná kapsa,Výrobca nábytku
233,New Design - nábytok na mieru - výroba,https://newdesign.sk/,Newdesign,"Dobrý deň. Páči sa mi, že v Newdesign sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 548 131,Plavecký Mikuláš,Výrobca nábytku
234,Ďuriš- VÝROBA NÁBYTKU,https://duris-vyroba-nabytku1.webnode.sk/?_gl=1*w11x4p*_gcl_au*NDY4NDYxOTY0LjE3NTA4MzIyNjYuMTM4MzUwOTYwNC4xNzUwODM3NzAxLjE3NTA4Mzc3MzM.,Webnode,"Dobrý deň. Páči sa mi, že v Webnode sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 347 681,Zbehy,Stolárstvo
235,KRAFT - NÁBYTOK NA MIERU,http://www.kraftnabytok.sk/,Kraftnabytok,"Dobrý deň. Páči sa mi, že v Kraftnabytok sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 914 195 522,Dolný Hričov,Stolárstvo
236,Bafa Bútor,https://ba-fabutor.com/,Ba Fabutor,"Dobrý deň. Páči sa mi, že v Ba Fabutor sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 917 413 529,Chotín,Pracovník s drevom
237,Kuks - nábytok na mieru,http://www.kuks.sk/,Kuks,"Dobrý deň. Páči sa mi, že v Kuks sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 760 762,"Revolta, Kremnica",Výrobca nábytku
238,Stolárstvo Provena 🛋️ Kvalita a krása nábytku na mieru v Nitre,https://www.provena.sk/,Provena,"Dobrý deň. Páči sa mi, že v Provena sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 917 329,"Dolné Krškany, Nitra",Predajňa nábytku
239,Šiška Nábytok - Výroba a predaj nábytku na mieru,http://www.siskanabytok.sk/,Siskanabytok,"Dobrý deň. Páči sa mi, že v Siskanabytok sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 219 220,Špačince,Firemná kancelária
240,Miroslav Záň - výroba nábytku,https://www.zannabytok.sk/,Zannabytok,"Dobrý deň. Páči sa mi, že v Zannabytok sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 715 016,"Priemyselný obvod, Prievidza",Výrobca nábytku
241,VÝROBA NÁBYTKU BELANEC,http://nabytokbelanec.sk/,Nabytokbelanec,"Dobrý deň. Páči sa mi, že v Nabytokbelanec sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 902 727 413,Miezgovce,Výrobca nábytku
242,"Nábytok PRESTIGE - predaj nábytku, zákazková výroba nábytku",http://www.nabytok-prestige.sk/,Nabytok Prestige,"Dobrý deň. Páči sa mi, že v Nabytok Prestige sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 073 123,Ružomberok,Výrobca nábytku
243,Himolla - Selyz s.r.o.,http://www.himolla.com/cms2/index.php?id=1&L=5%2Findex.php,Himolla,"Dobrý deň. Páči sa mi, že v Himolla sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,,Želiezovce,Výrobca nábytku
244,Industriálny nábytok - Kovart,,Industriálny nábytok,"Dobrý deň. Páči sa mi, že v Industriálny nábytok sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 648 399,Sereď,Výrobca nábytku
245,EMZET výroba nábytku,http://www.emzetnr.sk/,Emzetnr,"Dobrý deň. Páči sa mi, že v Emzetnr sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 633 104,"Kynek, Nitra",Výrobca nábytku
246,L. A. Wood - Ladislav Jacko,http://www.lawood.sk/,Lawood,"Dobrý deň. Páči sa mi, že v Lawood sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 896 470,"Dolná kapsa, Nové Zámky",Výrobca nábytku
247,Výroba nábytku z masívu,,Výroba nábytku z masívu,"Dobrý deň. Páči sa mi, že v Výroba nábytku z masívu sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 540 741,Levice,Stolár
248,Coxicont s.r.o.,http://www.coxicont.sk/,Coxicont,"Dobrý deň. Páči sa mi, že v Coxicont sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 043 531,Radvaň nad Dunajom,Zámočníctvo
249,Otváranie zabuchnutých alebo zamknutých dverí domov a áut - nonstop servis,https://zabuchnute.sk/,Zabuchnute,"Dobrý deň. Páči sa mi, že v Zabuchnute sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 902 333 887,Petržalka,Zámočníctvo
250,OTVORIME.SK – Zámočník Bratislava NONSTOP,https://otvorime.sk/,Otvorime,"Dobrý deň. Páči sa mi, že v Otvorime sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 232 761,Ivanka pri Dunaji,Kľúčová služba
251,Zámočník SOS – Otváranie a servis dverí domov a áut. Bratislava a okolie.,https://www.zamocnik-sos.sk/,Zamocnik Sos,"Dobrý deň. Páči sa mi, že v Zamocnik Sos sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 114 646,Petržalka,Zámočníctvo
252,Zámočník Michal -- ZÁMOČNÍK,http://www.zamocnik.com/,Zamocnik,"Dobrý deň. Páči sa mi, že v Zamocnik sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 761 155,"Stráňany, Michalovce",Zámočníctvo
253,Otváranie zabuchnuté aj zamknuté dvere zámočník klúčová služba Prievidza Handlová Partizánske Nováky,https://www.zeleziarstvodomov.sk/zeleziarstvo-naradie-doprava/klucova-sluzba-otvaranie-zabuchnutych-dveri,Zeleziarstvodomov,"Dobrý deň. Páči sa mi, že v Zeleziarstvodomov sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 320 312,"Močidlá, Prievidza",Zámočníctvo
254,KĽÚČOVÁ SLUŽBA - Figolock,https://figolock.sk/,Figolock,"Dobrý deň. Páči sa mi, že v Figolock sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 737 756,Nové Zámky,Kľúčová služba
255,DOKTOR DVERE - Kľúčová služba Nové Zámky,https://www.doktordvere.sk/,Doktordvere,"Dobrý deň. Páči sa mi, že v Doktordvere sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 940 920 100,,Kľúčová služba
256,ZAMaKOV - IVANIČ DUŠAN,,ZAMaKOV,"Dobrý deň. Páči sa mi, že v ZAMaKOV sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 114 309,Semerovo,Dodávateľ plotov
257,Peter Pajkoš - Zámky,https://zamocnik-kosice.sk/,Zamocnik Kosice,"Dobrý deň. Páči sa mi, že v Zamocnik Kosice sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 757 418,Košice,Remeslá
258,Kolembus Peter - Zámočnícke Práce,http://www.kolembus-nz.sk/,Kolembus Nz,"Dobrý deň. Páči sa mi, že v Kolembus Nz sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 35/641 21 16,"Pri Bani, Nové Zámky",Spoločnosť vyrábajúca kovové konštrukcie
259,Zámočník,https://zamocnik-kosice.sk/kontakt/,Zamocnik Kosice,"Dobrý deň. Páči sa mi, že v Zamocnik Kosice sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 757 418,Sídlisko KVP,Obchod
260,"SOS ZÁMOČNÍK ZÁHORIE - núdzové otváranie dverí bytov, domov a automobilov",https://sos-zamocnik-zahorie.sk/,Sos Zamocnik Zahorie,"Dobrý deň. Páči sa mi, že v Sos Zamocnik Zahorie sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 766 776,Radošovce,Núdzové zámočnícke služby
261,Zámočník,,Zámočník,"Dobrý deň. Páči sa mi, že v Zámočník sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 416 144,Bratislava,Údržbárske služby
262,Zamočník Mimbelli,https://www.zamocnikmimbelli.sk/,Zamocnikmimbelli,"Dobrý deň. Páči sa mi, že v Zamocnikmimbelli sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 056 769,,Zámočníctvo
263,Otváranie dverí Bratialava Zámočník Bratislava Zabuchnuté dvere Výroba a kódovanie autokľúčov Locksmith SOS Servis,https://otvaraniedveribratislava.sk/,Otvaraniedveribratislava,"Dobrý deň. Páči sa mi, že v Otvaraniedveribratislava sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 910 646 444,,Zámočníctvo
264,Bobby - Róbert Zámočník,,Bobby,"Dobrý deň. Páči sa mi, že v Bobby sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 182 358,Sasinkovo,
265,MoSaZ Mišík Miroslav,,MoSaZ Mišík Miroslav,"Dobrý deň. Páči sa mi, že v MoSaZ Mišík Miroslav sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 37/783 35 71,Vráble,
266,Joalko S.r.o.,http://www.joalko.sk/,Joalko,"Dobrý deň. Páči sa mi, že v Joalko sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 35/760 40 00,Hurbanovo,Výrobca nábytku
267,Wood Musky,http://www.woodmusky.de/,Woodmusky,"Dobrý deň. Páči sa mi, že v Woodmusky sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,,,Výrobca nábytku
268,Kovovýroba a zámočnícke práce B.M.P.,,Kovovýroba a zámočnícke práce B.M.P.,"Dobrý deň. Páči sa mi, že v Kovovýroba a zámočnícke práce B.M.P. sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 42/469 20 82,Mestečko,
269,Jozef Matula - Zámočnícke práce,,Jozef Matula,"Dobrý deň. Páči sa mi, že v Jozef Matula sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 853 176,Sever,
270,Zámočníctvo Juraj Perczel,,Zámočníctvo Juraj Perczel,"Dobrý deň. Páči sa mi, že v Zámočníctvo Juraj Perczel sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 708 348,Komárno,
271,ZZZámočníctvo s.r.o.,http://www.zzzamocnictvo.sk/,Zzzamocnictvo,"Dobrý deň. Páči sa mi, že v Zzzamocnictvo sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 904 808 055,Levice,Zámočníctvo
272,Vladimír Zajac - zváranie a zámočnícke práce - Turčianske Teplice,,Vladimír Zajac,"Dobrý deň. Páči sa mi, že v Vladimír Zajac sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 860 329,Turčianske Teplice,Zvárač
273,"Zámočnícke práce, zámočníctvo - Norbert Lobotka",http://www.zamocnictvobn.sk/,Zamocnictvobn,"Dobrý deň. Páči sa mi, že v Zamocnictvobn sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 886 260,Bánovce nad Bebravou,Obchod
274,KOVOKONŠTRUKT s.r.o.,http://www.kovokonstrukt.sk/,Kovokonstrukt,"Dobrý deň. Páči sa mi, že v Kovokonstrukt sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 904 687 145,Topoľčany,Kovovýroba
275,Bartko Róbert - Zámočnícke Práce,,Bartko Róbert,"Dobrý deň. Páči sa mi, že v Bartko Róbert sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 55/464 94 29,Čečejovce,
276,AUTO ZÁMOČNÍCKE PRÁCE,,AUTO ZÁMOČNÍCKE PRÁCE,"Dobrý deň. Páči sa mi, že v AUTO ZÁMOČNÍCKE PRÁCE sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 36/622 94 63,Levice,
277,ALU&STEEL s.r.o,https://www.alu-steel.sk/,Alu Steel,"Dobrý deň. Páči sa mi, že v Alu Steel sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 910 510 836,Levice,Zámočníctvo
278,"Jozef Gjabel - kovoobrábanie,zámočnícke práce",,Jozef Gjabel,"Dobrý deň. Páči sa mi, že v Jozef Gjabel sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 061 409,Žilina-Trnové,Zámočníctvo
279,Bc. Anton Danihel - ZVÁRAČSKÉ A ZÁMOČNÍCKE PRÁCE,http://m.nerezove-zabradlie-inoxstyle.com/,Nerezove Zabradlie Inoxstyle,"Dobrý deň. Páči sa mi, že v Nerezove Zabradlie Inoxstyle sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 509 939,Pružina,Zvárač
280,Lukáš Krkoš zváračské a zámočnícke práce,,Lukáš Krkoš zváračské a zámočnícke práce,"Dobrý deň. Páči sa mi, že v Lukáš Krkoš zváračské a zámočnícke práce sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 910 649 090,Levice,Zámočníctvo
281,Zámočnictvo Zámočnícke práce Trnava,http://zamocnictvo-tt.sk/?page_id=81,Zamocnictvo Tt,"Dobrý deň. Páči sa mi, že v Zamocnictvo Tt sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 567 609,Šúrovce,
282,Zváračský Servis,https://www.zvaracsky-servis.sk/,Zvaracsky Servis,"Dobrý deň. Páči sa mi, že v Zvaracsky Servis sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 947 972 048,Kozárovce,Núdzové zámočnícke služby
283,Klampiarstvo Nyári,http://www.klampiarstvonyari.sk/,Klampiarstvonyari,"Dobrý deň. Páči sa mi, že v Klampiarstvonyari sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 213 298,Dvory nad Žitavou,Konštrukcia striech
284,"KompletneByvanie - Interiérové Dvere, Kľučky, Stavebné Púzdra, Podlahy",https://www.kompletnebyvanie.sk/,Kompletnebyvanie,"Dobrý deň. Páči sa mi, že v Kompletnebyvanie sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 066 528,Ružomberok,Predajňa dverí
285,DOORplus interiérové dvere,http://www.doorplus.sk/,Doorplus,"Dobrý deň. Páči sa mi, že v Doorplus sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 773 477,Stupava,Interiérové štúdio
286,Interiérové dvere INTERPRODUKT,https://interprodukt.sk/,Interprodukt,"Dobrý deň. Páči sa mi, že v Interprodukt sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 759 991,Žilina,Dodávateľ dverí
287,"dvere eben, s. r. o.",https://dvere-eben.sk/,Dvere Eben,"Dobrý deň. Páči sa mi, že v Dvere Eben sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 463 869,Senec,Predajňa dverí
288,Dvere PRÜM,https://www.dvereprum.sk/,Dvereprum,"Dobrý deň. Páči sa mi, že v Dvereprum sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 944 501 505,Bratislava,Dodávateľ dverí
289,INTERIÉROVÉ DVERE Stolárstvo - Sučanský,http://www.stolarstvo-sucansky.sk/,Stolarstvo Sucansky,"Dobrý deň. Páči sa mi, že v Stolarstvo Sucansky sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 32/778 73 01,Bratislava,Predajňa dverí
290,"ADAMIA interiérové dvere, podlahy, nábytok na mieru",http://www.adamia.sk/,Adamia,"Dobrý deň. Páči sa mi, že v Adamia sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 249 169,Šaľa,Interiérové štúdio
291,DVERE-PARKETY-TT s.r.o.HARAJ,http://www.parketytrnava.sk/,Parketytrnava,"Dobrý deň. Páči sa mi, že v Parketytrnava sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,,Trnava,Obchod s podlahovými krytinami
292,"INTERIER CHP - dvere, parkety, klimatizácie, okná, tieniaca technika, sieťky na okná, šatníky, garážové brány",https://www.interierchp.sk/,Interierchp,"Dobrý deň. Páči sa mi, že v Interierchp sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 713 156,Malacky,Dodávateľ dverí
293,LEVAP - interiérové dvere,http://www.levap.sk/,Levap,"Dobrý deň. Páči sa mi, že v Levap sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 254 410,"Chrenová, Nitra",Interiérové štúdio
294,DVEROVE STUDIO,,DVEROVE STUDIO,"Dobrý deň. Páči sa mi, že v DVEROVE STUDIO sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,,Nové Zámky,Firemná kancelária
295,ALTIERO Interiérové Štúdio - ALTIERO s.r.o.,https://altiero.sk/,Altiero,"Dobrý deň. Páči sa mi, že v Altiero sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,,Komárno,Interiérové štúdio
296,DEWIND s.r.o.,http://www.dewind.sk/,Dewind,"Dobrý deň. Páči sa mi, že v Dewind sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 417 715,Nové Zámky,Obchod
297,HEGE s.r.o. - drevené a drevohliníkové okná / okenice / interiérové dvere a nábytok,http://www.hege-okna.sk/,Hege Okna,"Dobrý deň. Páči sa mi, že v Hege Okna sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 35/768 41 26,Martovce,Výrobca
298,MARETI - dvere a parkety,http://eshop.mareti.sk/,Mareti,"Dobrý deň. Páči sa mi, že v Mareti sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 721 722,Petržalka,Dodávateľ dverí
299,Bezpečnostné dvere Active,http://www.dvere-active.sk/,Dvere Active,"Dobrý deň. Páči sa mi, že v Dvere Active sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 981 596,Tvrdošovce,Predajňa nábytku
300,MH-TEX DVERE & PODLAHY,https://www.mhtex.sk/,Mhtex,"Dobrý deň. Páči sa mi, že v Mhtex sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 915 282,Trnava,Obchod
301,LP Štýl,http://www.lpstyl.sk/,Lpstyl,"Dobrý deň. Páči sa mi, že v Lpstyl sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 36/630 10 44,Levice,Predajňa dverí
302,SPARTAN špecialista na dvere,http://www.dverespartan.sk/,Dverespartan,"Dobrý deň. Páči sa mi, že v Dverespartan sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 735 555,Nitra,Predajňa dverí
303,Oceľové konštrukcie,,Oceľové konštrukcie,"Dobrý deň. Páči sa mi, že v Oceľové konštrukcie sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 386 834,Hlohovec,
304,Oceľové konštrukcie a haly,,Oceľové konštrukcie a haly,"Dobrý deň. Páči sa mi, že v Oceľové konštrukcie a haly sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 290 372,Veľké Kostoľany,
305,STEEL - EX s.r.o.,http://www.steel-ex.sk/,Steel Ex,"Dobrý deň. Páči sa mi, že v Steel Ex sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 55/678 22 72,Bukovec,
306,"IronWorks, s.r.o.",http://www.ironworks.sk/,Ironworks,"Dobrý deň. Páči sa mi, že v Ironworks sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 551 732,Trnava,Výrobca oceľových konštrukcií
307,"METICON, a.s.",http://www.meticon.eu/,Meticon,"Dobrý deň. Páči sa mi, že v Meticon sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 48/619 89 73,Závadka nad Hronom,Firemná kancelária
308,"Metal Complex, s.r.o. - kovovýroba a výroba oceľových konštrukcií",https://www.metalcomplex.sk/,Metalcomplex,"Dobrý deň. Páči sa mi, že v Metalcomplex sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 51/776 43 13,"Nižná Šebastová, Prešov",Výrobca oceľových konštrukcií
309,Haly - Konštrukcie,http://www.haly-konstrukcie.sk/kontakt,Haly Konstrukcie,"Dobrý deň. Páči sa mi, že v Haly Konstrukcie sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 728 351,Rimavská Sobota-Sobôtka,Výrobca oceľových konštrukcií
310,"Výroba oceľových konštrukcií - Promont, s.r.o.",https://www.promontsro.com/,Promontsro,"Dobrý deň. Páči sa mi, že v Promontsro sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 815 818,Krásno nad Kysucou,Výrobca oceľových konštrukcií
311,JSK Tech s.r.o – Ja som konštruktér,https://www.jasomkonstrukter.sk/,Jasomkonstrukter,"Dobrý deň. Páči sa mi, že v Jasomkonstrukter sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 781 328,"Solivar, Prešov",Výrobca oceľových konštrukcií
312,KOVOTROM,http://www.kovotrom.sk/,Kovotrom,"Dobrý deň. Páči sa mi, že v Kovotrom sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 944 004 964,Klin,Výrobca oceľových konštrukcií
313,MSSTEEL s.r.o.,http://www.mssteel.sk/,Mssteel,"Dobrý deň. Páči sa mi, že v Mssteel sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 904 138 570,"Mlynárce, Lužianky",Zvárač
314,TECHNOMONT Nitra s.r.o.,http://www.tmnr.sk/,Tmnr,"Dobrý deň. Páči sa mi, že v Tmnr sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 600 100,Nitra,Stavebná firma
315,"AVG group, a.s.",http://www.avg-group.com/,Avg Group,"Dobrý deň. Páči sa mi, že v Avg Group sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 815 629,Vlkanová,Stavebná firma
316,G-METALL s.r.o.,http://www.gmetall.sk/,Gmetall,"Dobrý deň. Páči sa mi, že v Gmetall sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 822 768,"Pri Bani, Nové Zámky",Kovoobrábacia dielňa
317,Oceľové Konštrukcie | Imagin Line Constructions,,Oceľové Konštrukcie,"Dobrý deň. Páči sa mi, že v Oceľové Konštrukcie sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 848 821,Horné Srnie,
318,DOMOVO,https://domovo.sk/,Domovo,"Dobrý deň. Páči sa mi, že v Domovo sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 917 876 193,Hurbanovo,Montáž okien
319,EPTech s.r.o.,http://www.eptech.sk/,Eptech,"Dobrý deň. Páči sa mi, že v Eptech sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 134 914,"Priemyselný obvod pri Dunaji, Štúrovo",Kovovýroba
