id,original_title,website,final_company_name,ai_first_sentence,email,phone,city,category
261,Zámočník,,Zámočník,"Dobrý deň. Páči sa mi, že v Zámočník pôsobíte v sektore Údržbárske služby.",,+421 911 416 144,Bratislava,Údržbárske služby
262,Zamočník Mimbelli,https://www.zamocnikmimbelli.sk/,Zamocnikmimbelli,"Dobrý deň. Páči sa mi, že v Zamocnikmimbelli poskytujete široké spektrum služieb v oblasti otvárania zámkov a.",,+421 948 056 769,,Zámočníctvo
263,Otváranie dverí Bratialava Zámočník Bratislava Zabuchnuté dvere Výroba a kódovanie autokľúčov Locksmith SOS Servis,https://otvaraniedveribratislava.sk/,Otvaraniedveribratislava,"Dobrý deň. Páči sa mi, že v Otvaraniedveribratislava sa venujete zámočníckym prácam a kovovýrobe.",,+421 910 646 444,,Zámočníctvo
264,Bobby - Róbert Zámočník,,Bobby,"Dobrý deň. Páči sa mi, že v Bobby pôsobíte v sektore oblasti služieb.",,+421 905 182 358,Sasinkovo,
265,MoSaZ Mišík Miroslav,,MoSaZ Mišík Miroslav,"Dobrý deň. Páči sa mi, že v MoSaZ Mišík Miroslav pôsobíte v sektore oblasti služieb.",,+421 37/783 35 71,Vráble,
266,Joalko S.r.o.,http://www.joalko.sk/,Joalko,"Dobrý deň. Páči sa mi, že v Joalko ponúkate jednoduché a rýchle riešenia pre vytváranie webových stránok.",,+421 35/760 40 00,Hurbanovo,Výrobca nábytku
267,Wood Musky,http://www.woodmusky.de/,Woodmusky,"Dobrý deň. Páči sa mi, že v Woodmusky pôsobíte v sektore Výrobca nábytku.",,,,Výrobca nábytku
268,Kovovýroba a zámočnícke práce B.M.P.,,Kovovýroba a zámočnícke práce B.M.P.,"Dobrý deň. Páči sa mi, že v Kovovýroba a zámočnícke práce B.M.P. pôsobíte v sektore oblasti služieb.",,+421 42/469 20 82,Mestečko,
269,Jozef Matula - Zámočnícke práce,,Jozef Matula,"Dobrý deň. Páči sa mi, že v Jozef Matula pôsobíte v sektore oblasti služieb.",,+421 905 853 176,Sever,
270,Zámočníctvo Juraj Perczel,,Zámočníctvo Juraj Perczel,"Dobrý deň. Páči sa mi, že v Zámočníctvo Juraj Perczel pôsobíte v sektore oblasti služieb.",,+421 907 708 348,Komárno,
271,ZZZámočníctvo s.r.o.,http://www.zzzamocnictvo.sk/,Zzzamocnictvo,"Dobrý deň. Páči sa mi, že v Zzzamocnictvo sa špecializujete na výrobu a dodávku kvalitných produktov.",,+421 904 808 055,Levice,Zámočníctvo
272,Vladimír Zajac - zváranie a zámočnícke práce - Turčianske Teplice,,Vladimír Zajac,"Dobrý deň. Páči sa mi, že v Vladimír Zajac pôsobíte v sektore Zvárač.",,+421 905 860 329,Turčianske Teplice,Zvárač
273,"Zámočnícke práce, zámočníctvo - Norbert Lobotka",http://www.zamocnictvobn.sk/,Zamocnictvobn,"Dobrý deň. Páči sa mi, že v Zamocnictvobn sa špecializujete na výrobu brán.",,+421 908 886 260,Bánovce nad Bebravou,Obchod
274,KOVOKONŠTRUKT s.r.o.,http://www.kovokonstrukt.sk/,Kovokonstrukt,"Dobrý deň. Páči sa mi, že v Kovokonstrukt sa špecializujete na výrobu a realizáciu širokého portfólia oceľových a.",,+421 904 687 145,Topoľčany,Kovovýroba
275,Bartko Róbert - Zámočnícke Práce,,Bartko Róbert,"Dobrý deň. Páči sa mi, že v Bartko Róbert pôsobíte v sektore oblasti služieb.",,+421 55/464 94 29,Čečejovce,
276,AUTO ZÁMOČNÍCKE PRÁCE,,AUTO ZÁMOČNÍCKE PRÁCE,"Dobrý deň. Páči sa mi, že v AUTO ZÁMOČNÍCKE PRÁCE pôsobíte v sektore oblasti služieb.",,+421 36/622 94 63,Levice,
277,ALU&STEEL s.r.o,https://www.alu-steel.sk/,Alu Steel,"Dobrý deň. Páči sa mi, že v Alu Steel sa špecializujete na výrobu a úpravu kovových konštrukcií.",,+421 910 510 836,Levice,Zámočníctvo
278,"Jozef Gjabel - kovoobrábanie,zámočnícke práce",,Jozef Gjabel,"Dobrý deň. Páči sa mi, že v Jozef Gjabel sa venujete zámočníckym prácam a kovovýrobe.",,+421 908 061 409,Žilina-Trnové,Zámočníctvo
279,Bc. Anton Danihel - ZVÁRAČSKÉ A ZÁMOČNÍCKE PRÁCE,http://m.nerezove-zabradlie-inoxstyle.com/,Nerezove Zabradlie Inoxstyle,"Dobrý deň. Páči sa mi, že v Nerezove Zabradlie Inoxstyle sa zaoberáte výrobou.",,+421 908 509 939,Pružina,Zvárač
280,Lukáš Krkoš zváračské a zámočnícke práce,,Lukáš Krkoš zváračské a zámočnícke práce,"Dobrý deň. Páči sa mi, že v Lukáš Krkoš zváračské a zámočnícke práce sa venujete zámočníckym prácam a kovovýrobe.",,+421 910 649 090,Levice,Zámočníctvo
281,Zámočnictvo Zámočnícke práce Trnava,http://zamocnictvo-tt.sk/?page_id=81,Zamocnictvo Tt,"Dobrý deň. Páči sa mi, že v Zamocnictvo Tt sa zaoberáte poskytovaním kvalitných zámockých služieb pre široké spektrum zákazníkov.",,+421 903 567 609,Šúrovce,
282,Zváračský Servis,https://www.zvaracsky-servis.sk/,Zvaracsky Servis,"Dobrý deň. Páči sa mi, že v Zvaracsky Servis zabezpečujete široké spektrum služieb v súlade so svetovými štandardmi.",,+421 947 972 048,Kozárovce,Núdzové zámočnícke služby
283,Klampiarstvo Nyári,http://www.klampiarstvonyari.sk/,Klampiarstvonyari,"Dobrý deň. Páči sa mi, že v Klampiarstvonyari sa špecializujete sa na komplexnú dodávku a montáž plochých a.",,+421 903 213 298,Dvory nad Žitavou,Konštrukcia striech
284,"KompletneByvanie - Interiérové Dvere, Kľučky, Stavebné Púzdra, Podlahy",https://www.kompletnebyvanie.sk/,Kompletnebyvanie,"Dobrý deň. Páči sa mi, že v Kompletnebyvanie sa špecializujete na ponuku komplexného sortimentu produktov pre zariadenie domácností.",,+421 948 066 528,Ružomberok,Predajňa dverí
285,DOORplus interiérové dvere,http://www.doorplus.sk/,Doorplus,"Dobrý deň. Páči sa mi, že v Doorplus sa špecializujete na predaj a montáž kvalitných interiérových a bezpečnostných.",,+421 911 773 477,Stupava,Interiérové štúdio
286,Interiérové dvere INTERPRODUKT,https://interprodukt.sk/,Interprodukt,"Dobrý deň. Páči sa mi, že v Interprodukt sa špecializujete na dodávku interiérových dverí a podláh.",,+421 918 759 991,Žilina,Dodávateľ dverí
287,"dvere eben, s. r. o.",https://dvere-eben.sk/,Dvere Eben,"Dobrý deň. Páči sa mi, že v Dvere Eben sa špecializujete na výrobu a predaj interiérových a vchodových dverí.",,+421 903 463 869,Senec,Predajňa dverí
288,Dvere PRÜM,https://www.dvereprum.sk/,Dvereprum,"Dobrý deň. Páči sa mi, že v Dvereprum sa špecializujete na predaj a montáž interiérových dverí a je.",,+421 944 501 505,Bratislava,Dodávateľ dverí
289,INTERIÉROVÉ DVERE Stolárstvo - Sučanský,http://www.stolarstvo-sucansky.sk/,Stolarstvo Sucansky,"Dobrý deň. Páči sa mi, že v Stolarstvo Sucansky sa špecializujete na výrobu a montáž rôznych typov interiérových dverí.",,+421 32/778 73 01,Bratislava,Predajňa dverí
290,"ADAMIA interiérové dvere, podlahy, nábytok na mieru",http://www.adamia.sk/,Adamia,"Dobrý deň. Páči sa mi, že v Adamia poskytujete komplexné riešenia pre interiéry.",,+421 948 249 169,Šaľa,Interiérové štúdio
291,DVERE-PARKETY-TT s.r.o.HARAJ,http://www.parketytrnava.sk/,Parketytrnava,"Dobrý deň. Páči sa mi, že v Parketytrnava sa špecializujete na predaj a montáž dverí.",,,Trnava,Obchod s podlahovými krytinami
292,"INTERIER CHP - dvere, parkety, klimatizácie, okná, tieniaca technika, sieťky na okná, šatníky, garážové brány",https://www.interierchp.sk/,Interierchp,"Dobrý deň. Páči sa mi, že v Interierchp sa zameriavate na poskytovanie širokej škály interiérových riešení.",,+421 918 713 156,Malacky,Dodávateľ dverí
293,LEVAP - interiérové dvere,http://www.levap.sk/,Levap,"Dobrý deň. Páči sa mi, že v Levap sa špecializujete na dverové systémy a ponúka široký sortiment kvalitných.",,+421 903 254 410,"Chrenová, Nitra",Interiérové štúdio
294,DVEROVE STUDIO,,DVEROVE STUDIO,"Dobrý deň. Páči sa mi, že v DVEROVE STUDIO pôsobíte v sektore Firemná kancelária.",,,Nové Zámky,Firemná kancelária
295,ALTIERO Interiérové Štúdio - ALTIERO s.r.o.,https://altiero.sk/,Altiero,"Dobrý deň. Páči sa mi, že v Altiero sa špecializujete na vytváranie jedinečných a esteticky pôsobivých interiérových priestorov.",,,Komárno,Interiérové štúdio
296,DEWIND s.r.o.,http://www.dewind.sk/,Dewind,"Dobrý deň. Páči sa mi, že v Dewind sa špecializujete na predaj a montáž kvalitných plastových a hliníkových.",,+421 908 417 715,Nové Zámky,Obchod
297,HEGE s.r.o. - drevené a drevohliníkové okná / okenice / interiérové dvere a nábytok,http://www.hege-okna.sk/,Hege Okna,"Dobrý deň. Páči sa mi, že v Hege Okna zabezpečujete spokojnosť zákazníkov.",,+421 35/768 41 26,Martovce,Výrobca
298,MARETI - dvere a parkety,http://eshop.mareti.sk/,Mareti,"Dobrý deň. Páči sa mi, že v Mareti sa zaoberáte výrobou a predajom interiérových dverí a podláh už.",,+421 903 721 722,Petržalka,Dodávateľ dverí
299,Bezpečnostné dvere Active,http://www.dvere-active.sk/,Dvere Active,"Dobrý deň. Páči sa mi, že v Dvere Active sa špecializujete na výrobu a predaj certifikovaných bezpečnostných dverí.",,+421 905 981 596,Tvrdošovce,Predajňa nábytku
300,MH-TEX DVERE & PODLAHY,https://www.mhtex.sk/,Mhtex,"Dobrý deň. Páči sa mi, že v Mhtex sa špecializujete na predaj kvalitných dverí.",,+421 915 915 282,Trnava,Obchod
301,LP Štýl,http://www.lpstyl.sk/,Lpstyl,"Dobrý deň. Páči sa mi, že v Lpstyl sa špecializujete na predaj širokého sortimentu dverí.",,+421 36/630 10 44,Levice,Predajňa dverí
302,SPARTAN špecialista na dvere,http://www.dverespartan.sk/,Dverespartan,"Dobrý deň. Páči sa mi, že v Dverespartan sa zaoberáte predajom.",,+421 948 735 555,Nitra,Predajňa dverí
303,Oceľové konštrukcie,,Oceľové konštrukcie,"Dobrý deň. Páči sa mi, že v Oceľové konštrukcie pôsobíte v sektore oblasti služieb.",,+421 918 386 834,Hlohovec,
304,Oceľové konštrukcie a haly,,Oceľové konštrukcie a haly,"Dobrý deň. Páči sa mi, že v Oceľové konštrukcie a haly pôsobíte v sektore oblasti služieb.",,+421 907 290 372,Veľké Kostoľany,
305,STEEL - EX s.r.o.,http://www.steel-ex.sk/,Steel Ex,"Dobrý deň. Páči sa mi, že v Steel Ex sa zameriavate na dodržiavanie dohodnutých termínov a poskytovanie férových cien.",,+421 55/678 22 72,Bukovec,
306,"IronWorks, s.r.o.",http://www.ironworks.sk/,Ironworks,"Dobrý deň. Páči sa mi, že v Ironworks poskytujete komplexné služby od projektovej dokumentácie po finálne odovzdanie.",,+421 905 551 732,Trnava,Výrobca oceľových konštrukcií
307,"METICON, a.s.",http://www.meticon.eu/,Meticon,"Dobrý deň. Páči sa mi, že v Meticon sa špecializujete na výrobu oceľových konštrukcií.",,+421 48/619 89 73,Závadka nad Hronom,Firemná kancelária
308,"Metal Complex, s.r.o. - kovovýroba a výroba oceľových konštrukcií",https://www.metalcomplex.sk/,Metalcomplex,"Dobrý deň. Páči sa mi, že v Metalcomplex sa špecializujete na všetky typy oceľových hál.",,+421 51/776 43 13,"Nižná Šebastová, Prešov",Výrobca oceľových konštrukcií
309,Haly - Konštrukcie,http://www.haly-konstrukcie.sk/kontakt,Haly Konstrukcie,"Dobrý deň. Páči sa mi, že v Haly Konstrukcie poskytujete komplexné riešenia od technického návrhu až po profesionálnu.",,+421 907 728 351,Rimavská Sobota-Sobôtka,Výrobca oceľových konštrukcií
310,"Výroba oceľových konštrukcií - Promont, s.r.o.",https://www.promontsro.com/,Promontsro,"Dobrý deň. Páči sa mi, že v Promontsro ponúkate komplexné riešenia pre priemyselné a občianske stavby.",,+421 915 815 818,Krásno nad Kysucou,Výrobca oceľových konštrukcií
311,JSK Tech s.r.o – Ja som konštruktér,https://www.jasomkonstrukter.sk/,Jasomkonstrukter,"Dobrý deň. Páči sa mi, že v Jasomkonstrukter pôsobíte v sektore Výrobca oceľových konštrukcií.",,+421 918 781 328,"Solivar, Prešov",Výrobca oceľových konštrukcií
312,KOVOTROM,http://www.kovotrom.sk/,Kovotrom,"Dobrý deň. Páči sa mi, že v Kovotrom sa zaoberáte projektovaním.",,+421 944 004 964,Klin,Výrobca oceľových konštrukcií
313,MSSTEEL s.r.o.,http://www.mssteel.sk/,Mssteel,"Dobrý deň. Páči sa mi, že v Mssteel pôsobíte v sektore Zvárač.",,+421 904 138 570,"Mlynárce, Lužianky",Zvárač
314,TECHNOMONT Nitra s.r.o.,http://www.tmnr.sk/,Tmnr,"Dobrý deň. Páči sa mi, že v Tmnr sa špecializujete na strojársku a stavebnú činnosť.",,+421 905 600 100,Nitra,Stavebná firma
315,"AVG group, a.s.",http://www.avg-group.com/,Avg Group,"Dobrý deň. Páči sa mi, že v Avg Group sa zameriavate na kvalitu.",,+421 915 815 629,Vlkanová,Stavebná firma
316,G-METALL s.r.o.,http://www.gmetall.sk/,Gmetall,"Dobrý deň. Páči sa mi, že v Gmetall sa špecializujete na zámočnícke a kovoobrabacie služby s viac než.",,+421 903 822 768,"Pri Bani, Nové Zámky",Kovoobrábacia dielňa
317,Oceľové Konštrukcie | Imagin Line Constructions,,Oceľové Konštrukcie,"Dobrý deň. Páči sa mi, že v Oceľové Konštrukcie pôsobíte v sektore oblasti služieb.",,+421 948 848 821,Horné Srnie,
318,DOMOVO,https://domovo.sk/,Domovo,"Dobrý deň. Páči sa mi, že v Domovo sa špecializujete na predaj a montáž kvalitných okien.",,+421 917 876 193,Hurbanovo,Montáž okien
319,EPTech s.r.o.,http://www.eptech.sk/,Eptech,"Dobrý deň. Páči sa mi, že v Eptech pôsobíte v sektore Kovovýroba.",,+421 907 134 914,"Priemyselný obvod pri Dunaji, Štúrovo",Kovovýroba
320,Unibrána,http://www.unibrana.sk/,Unibrana,"Dobrý deň. Páči sa mi, že v Unibrana sa špecializujete na výrobu kovaných brán a plotov.",,+421 918 545 132,Jasová,Kovovýroba
321,Slovtos,http://www.slovtos.sk/,Slovtos,"Dobrý deň. Páči sa mi, že v Slovtos sa špecializujete na strojársku výrobu.",,+421 918 303 332,Jasová,Výrobca obrábacích strojov
322,VöWELD kovovýroba a zámočníctvo,http://www.voweld.sk/,Voweld,"Dobrý deň. Páči sa mi, že v Voweld sa špecializujete na zákazkovú výrobu kovových produktov.",,+421 904 587 876,Pezinok-Panholec,Kovodielňa
323,MAKO-kovovýroba s.r.o.,http://www.mako-kovovyroba.sk/,Mako Kovovyroba,"Dobrý deň. Páči sa mi, že v Mako Kovovyroba sa špecializujete sa na výrobu produktov z nereze a ocele.",,+421 908 729 904,Bratislava,Spoločnosť vyrábajúca kovové konštrukcie
324,Kovovýrobňa Borčin,https://www.kovovyrobna.sk/,Kovovyrobna,"Dobrý deň. Páči sa mi, že v Kovovyrobna sa špecializujete na výrobu širokého spektra kovových produktov na mieru.",,+421 907 777 935,Slovenský Grob,Kovovýroba
325,"Vígh - Kovovýroba, s.r.o.",http://www.vigh.sk/,Vigh,"Dobrý deň. Páči sa mi, že v Vigh sa špecializujete na oceľové palety.",,+421 31/550 82 21,Horný Bar,Dodávatelia kovových produktov
326,Kovovýroba -Kovprojekt,,Kovovýroba -Kovprojekt,"Dobrý deň. Páči sa mi, že v Kovovýroba -Kovprojekt pôsobíte v sektore Dodávatelia kovových produktov.",,+421 904 578 025,Lok,Dodávatelia kovových produktov
327,RIKOV s.r.o.,http://www.rikov.sk/,Rikov,"Dobrý deň. Páči sa mi, že v Rikov pôsobíte v sektore Kovovýroba.",,+421 907 636 171,Hurbanovo,Kovovýroba
328,UMELECKÁ KOVOVÝROBA,,UMELECKÁ KOVOVÝROBA,"Dobrý deň. Páči sa mi, že v UMELECKÁ KOVOVÝROBA pôsobíte v sektore oblasti služieb.",,+421 35/768 32 56,Dulovce,
329,Kovostyl- Kované a Hliníkové ploty a brány,http://www.kovanabrana.sk/,Kovanabrana,"Dobrý deň. Páči sa mi, že v Kovanabrana sa špecializujete na výrobu kvalitných kovaných a hliníkových brán.",,+421 904 222 002,"Dolná kapsa, Nové Zámky",Zámočníctvo
330,Kovoray,https://www.kovoray.sk/,Kovoray,"Dobrý deň. Páči sa mi, že v Kovoray pôsobíte v sektore Kovovýroba.",,+421 948 865 168,Lokca,Kovovýroba
331,Drevo - Kovovýroba - Thér,,Drevo,"Dobrý deň. Páči sa mi, že v Drevo pôsobíte v sektore oblasti služieb.",,+421 905 963 803,Nové Zámky,
332,A&M Service,,A&M Service,"Dobrý deň. Páči sa mi, že v A&M Service pôsobíte v sektore Kovovýroba.",,+421 917 858 355,Nýrovce,Kovovýroba
333,Kovovýroba,,Kovovýroba,"Dobrý deň. Páči sa mi, že v Kovovýroba pôsobíte v sektore Firemná kancelária.",,+421 903 407 681,Voderady,Firemná kancelária
334,Kovovýroba Nový,,Kovovýroba Nový,"Dobrý deň. Páči sa mi, že v Kovovýroba Nový pôsobíte v sektore Kovovýroba.",,+421 950 547 494,Trnávka,Kovovýroba
335,Kovovýroba - Varsa Ján,https://varsa-a-syn-s-r-o.webnode.sk/,Webnode,"Dobrý deň. Páči sa mi, že v Webnode sa špecializujete na strojné opracovanie kovov.",,+421 45/686 61 69,Hrabičov,
336,"Unistol, s.r.o.",http://www.unistol.sk/,Unistol,"Dobrý deň. Páči sa mi, že v Unistol sa zaoberáte výrobou kvalitných drevených okien a dverí na mieru.",,+421 36/773 82 33,Veľké Ludince,Dodávateľ garážových vrát
337,Šarmír Steel s.r.o.,https://sarmirsteel.sk/,Sarmirsteel,"Dobrý deň. Páči sa mi, že v Sarmirsteel sa zameriavate na výrobu kovaných brán.",,+421 910 381 977,Senec,Zámočníctvo
338,Výroba Brán,https://www.vyrobabran.sk/,Vyrobabran,"Dobrý deň. Páči sa mi, že v Vyrobabran sa špecializujete na kovovýrobu a zámočnícku výrobu.",,+421 903 116 983,Cífer,Kovovýroba
339,"JUHOKOV- kované polotovary, komponenty na brány a ploty, pohony NICE a príslušenstvo brán",https://juhokov.sk/,Juhokov,"Dobrý deň. Páči sa mi, že v Juhokov sa špecializujete na výrobu a predaj kovaných polotovarov.",,+421 904 222 002,"Dolná kapsa, Nové Zámky",Distribútor ocele
340,Kovozvar Milan Čaplák,https://kovozvarcaplak.sk/,Kovozvarcaplak,"Dobrý deň. Páči sa mi, že v Kovozvarcaplak sa špecializujete na výrobu kovaných brán.",,+421 904 190 594,Hul,Dodávateľ kovov
341,"Jozef Máňa Zámočníctvo ,Hliníkové brány , Nerezové zábradlia, motorizácia brán",http://www.zabradlie.com/,Zabradlie,"Dobrý deň. Páči sa mi, že v Zabradlie sa špecializujete na výrobu nerezového zábradlia.",,+421 948 001 060,Rapovce,Výrobca
342,Brány Nitra,http://www.brany-nitra.sk/,Brany,"Dobrý deň. Páči sa mi, že v Brany sa špecializujete na výrobu kvalitných a estetických brán podľa predstáv.",,+421 907 508 760,Mojmírovce,Výrobca dverí
343,Kovaný plot-Kované brány,http://www.kovany-plot.sk/,Kovany Plot,"Dobrý deň. Páči sa mi, že v Kovany Plot sa špecializujete na výrobu kovaných a hliníkových brán.",,+421 904 222 002,Bánov,Dodávatelia kovových produktov
344,LEVKOV,http://www.levkov.sk/,Levkov,"Dobrý deň. Páči sa mi, že v Levkov sa špecializujete na výrobu a montáž kovových konštrukcií.",,+421 911 712 223,Levice,Dodávateľ plotov
345,BNM s.r.o.,http://www.brana-namieru.sk/,Brana Namieru,"Dobrý deň. Páči sa mi, že v Brana Namieru ponúkate služby po celom Slovensku.",,+421 915 711 156,Lieskovany,Kovovýroba
346,FK Brány,http://www.fkbrany.sk/,Fkbrany,"Dobrý deň. Páči sa mi, že v Fkbrany sa zaoberáte poskytovaním kvalitných služieb v oblasti správy webových stránok.",,+421 948 910 909,Cabaj - Čápor,Kovovýroba
347,Vilmarsteel - Posuvné brány,https://www.vilmarsteel.sk/,Vilmarsteel,"Dobrý deň. Páči sa mi, že v Vilmarsteel sa špecializujete na kovovýrobu a zámočníctvo.",,+421 911 177 267,Dubnica nad Váhom,Zámočníctvo
348,"RVK steel - ploty, brány, zábradlia",http://www.rvksteel.sk/,Rvksteel,"Dobrý deň. Páči sa mi, že v Rvksteel ponúkate aj poradenstvo pri výbere výrobkov.",,+421 918 211 139,Bytča,Zámočníctvo
349,"Brány výroba, servis, montáž – Havran BS",http://www.havranbs.sk/,Havranbs,"Dobrý deň. Páči sa mi, že v Havranbs sa špecializujete na výrobu brán z kvalitných a certifikovaných materiálov.",,+421 905 966 432,Banská Štiavnica,Výrobca
350,Posuvné brány - RT KOVO s.r.o.,https://www.rt-posuvnebrany.sk/,Rt Posuvnebrany,"Dobrý deň. Páči sa mi, že v Rt Posuvnebrany sa zaoberáte výrobou a predajom kvalitných posuvných brán a bránok.",,+421 904 999 187,Raková,Kovodielňa
351,Brány-ploty-kovo s.r.o.,https://www.brany-ploty-kovo.sk/,Brany Ploty Kovo,"Dobrý deň. Páči sa mi, že v Brany Ploty Kovo sa zameriavate na výrobu brán.",,+421 911 740 338,Jánovce,Zámočníctvo
352,"Brány FENIX, s.r.o.",http://www.posuvnebranyfenix.sk/,Posuvnebranyfenix,"Dobrý deň. Páči sa mi, že v Posuvnebranyfenix sa špecializujete na výrobu a predaj kvalitných posuvných brán a.",,+421 907 828 548,Podhorie,Kovovýroba
353,HEINEKEN Slovensko,http://www.heinekenslovensko.sk/,Heinekenslovensko,"Dobrý deň. Páči sa mi, že v Heinekenslovensko sa zameriavate na výrobu kvalitného piva.",,+421 35/765 41 11,Hurbanovo,Pivovar
354,AAA Geodet - Bédi,http://aaageodet.sk/,Aaageodet,"Dobrý deň. Páči sa mi, že v Aaageodet pôsobíte v sektore Geodet.",,+421 35/640 08 21,Štúrovo,Geodet
355,HRMO RÓBERT Ing. - AUTORIZOVANÝ GEODET,,HRMO RÓBERT Ing.,"Dobrý deň. Páči sa mi, že v HRMO RÓBERT Ing. pôsobíte v sektore Geodet.",,+421 36/751 24 12,Štúrovo,Geodet
356,Geodetická Kancelária - Silvia Hrmová,,Geodetická Kancelária,"Dobrý deň. Páči sa mi, že v Geodetická Kancelária pôsobíte v sektore Geodet.",,+421 36/751 24 12,Štúrovo,Geodet
357,Ing. István Gyöpös - GEOpos,,Ing. István Gyöpös,"Dobrý deň. Páči sa mi, že v Ing. István Gyöpös pôsobíte v sektore Geodet.",,+421 902 257 149,Bátorove Kosihy,Geodet
358,Eliner s.r.o,,Eliner,"Dobrý deň. Páči sa mi, že v Eliner pôsobíte v sektore Stavebný ekonóm.",,+421 911 555 376,Štúrovo,Stavebný ekonóm
359,GEODET - ROSKO RÓBERT,,GEODET,"Dobrý deň. Páči sa mi, že v GEODET pôsobíte v sektore Zememerač.",,+421 905 626 897,Nové Zámky,Zememerač
360,GEODET,,GEODET,"Dobrý deň. Páči sa mi, že v GEODET pôsobíte v sektore Geodet.",,+421 915 816 003,Slovenský Grob,Geodet
361,GEODET-KA s. r. o.,http://geodetka.sk/,Geodetka,"Dobrý deň. Páči sa mi, že v Geodetka sa špecializujete na inžiniersku geodéziu a kataster nehnuteľností.",,+421 905 353 627,"Okoličné, Liptovský Mikuláš",Geodet
362,Geo-group,http://www.geo-group.sk/,Geo Group,"Dobrý deň. Páči sa mi, že v Geo Group sa špecializujete na geodetické práce a poskytuje profesionálne merania a.",,+421 902 256 967,Nové Zámky,Geodet
363,Geodetická kancelária MMGEO plus s.r.o. - Mihály a syn,http://topcon.sk/,Topcon,"Dobrý deň. Páči sa mi, že v Topcon poskytujete komplexné služby v oblasti geodézie.",,+421 905 792 871,Komárno,Zememerač
364,Uhorščák Milan,,Uhorščák Milan,"Dobrý deň. Páči sa mi, že v Uhorščák Milan pôsobíte v sektore Geodet.",,+421 910 969 339,Pribeta,Geodet
365,Geodet Partizánske Geodex s.r.o.,http://www.geodetpartizanske.sk/,Geodetpartizanske,"Dobrý deň. Páči sa mi, že v Geodetpartizanske sa špecializujete na geodetické práce v oblasti inžinierskej geodézie a.",,+421 918 616 624,Malé Uherce,Geodet
366,Geodetická Kancelária - Ing. Jozef Ürge,,Geodetická Kancelária,"Dobrý deň. Páči sa mi, že v Geodetická Kancelária pôsobíte v sektore Geodet.",,+421 905 324 591,Nové Zámky,Geodet
367,Ing. Martin Riška - GEODET,https://www.mrgeodet.eu/,Mrgeodet,"Dobrý deň. Páči sa mi, že v Mrgeodet poskytujete odborné geodetické a kartografické služby v oblasti katastra.",,+421 903 805 083,Svätý Kríž,Geodet
368,Ing. Zoltán Gasparik G-geo,http://www.g-geo.sk/,G Geo,"Dobrý deň. Páči sa mi, že v G Geo sa zameriavate na kvalitu a rýchlosť svojich služieb.",,+421 907 865 038,Želiezovce,Geodet
369,GEODET Ing. Ladislav Garay,,GEODET Ing. Ladislav Garay,"Dobrý deň. Páči sa mi, že v GEODET Ing. Ladislav Garay pôsobíte v sektore Zememerač.",,+421 905 269 605,Dunajská Streda,Zememerač
370,Schváb Sabína - Geodetická kancelária,,Schváb Sabína,"Dobrý deň. Páči sa mi, že v Schváb Sabína pôsobíte v sektore Geodet.",,+421 908 735 914,Nové Zámky,Geodet
371,Horváth Vincent geodet,,Horváth Vincent geodet,"Dobrý deň. Páči sa mi, že v Horváth Vincent geodet pôsobíte v sektore Geodet.",,+421 905 711 419,Šaľa,Geodet
372,BUGÁR MAREK - geodet Komárno - GEODETA s.r.o.,http://www.geodetkomarno.sk/,Geodetkomarno,"Dobrý deň. Páči sa mi, že v Geodetkomarno poskytujete široké spektrum geodetických prác orientovaných na kataster nehnuteľností.",,+421 907 299 279,Komárno,Geodet
373,Ing. Peter Moravčík- autorizovaný geodet a kartograf,,Ing. Peter Moravčík- autorizovaný geodet a kartograf,"Dobrý deň. Páči sa mi, že v Ing. Peter Moravčík- autorizovaný geodet a kartograf pôsobíte v sektore Geodet.",,+421 903 844 848,Kmeťovo,Geodet
374,Pákozdi & Fülöpp geodézia - geodet Komárno,http://www.geodeziakomarno.sk/,Geodeziakomarno,"Dobrý deň. Páči sa mi, že v Geodeziakomarno sa špecializujete na katastrálnu geodéziu.",,+421 35/770 43 99,Komárno,Zememerač
375,GEODÉZIA LEVICE s.r.o.,http://www.geodezia-levice.sk/,Geodezia,"Dobrý deň. Páči sa mi, že v Geodezia sa špecializujete na geodetické služby v regióne Levice.",,+421 910 908 567,Levice,Geodet
376,Geodézia Žilina As,http://www.geodezia.sk/,Geodezia,"Dobrý deň. Páči sa mi, že v Geodezia sa zameriavate sa na kvalitné služby v oblasti stavebníctva.",,+421 46/542 15 62,Prievidza-Staré Mesto,Geodet
377,"GEODÉZIA Košice, s.r.o.",https://geodeziakosice.sk/,Geodeziakosice,"Dobrý deň. Páči sa mi, že v Geodeziakosice sa zaoberáte komplexnými geodetickými službami.",,+421 905 340 922,Košice,Zememerač
378,Geodetické služby a geodézia - GEPRA Košice,https://www.gepra.sk/,Gepra,"Dobrý deň. Páči sa mi, že v Gepra zabezpečujete plynulý priebeh procesov spojených s katastrom nehnuteľností.",,,Malá Ida,Geodet
379,Attila Vörös - Vatti GEO,https://vattigeo.sk/sk,Vattigeo,"Dobrý deň. Páči sa mi, že v Vattigeo sa zameriavate na poskytovanie odborných služieb v oblasti geodézie a.",,+421 905 779 657,Komárno,Zememerač
